,x,y,token
118,-3.7062845,-15.759627,bitches
119,-8.473957,29.66362,lack
120,-12.081329,-26.292631,street
121,-1.2064261,39.110188,skills
122,-16.773603,27.014605,experience
123,-32.06571,13.033832,may
124,-26.282663,13.583523,become
125,-10.1025,15.348753,comfortable
126,-30.958094,14.62935,uncomfortable
127,-33.616814,4.3229265,viewing
128,-30.39912,16.392323,thats
129,-8.06081,28.332596,touch
130,-5.86149,21.241943,darker
131,-10.976789,21.562963,side
132,1.7243077,39.358135,wonderful
133,-10.786497,33.717495,little
134,-17.946268,29.831366,production
135,3.9764407,35.634106,filming
136,4.2718663,35.093956,technique
137,3.9538615,21.878567,unassuming
138,-38.509308,-6.2407675,old
139,-32.819904,6.106272,time
140,-32.10633,0.36063388,bbc
141,-8.21809,31.434595,fashion
142,-11.19181,26.348295,gives
143,-10.813284,13.647864,comforting
144,-9.528998,33.90049,sometimes
145,6.778167,28.351074,discomforting
146,-26.545513,-9.193751,sense
147,-7.935757,29.924435,realism
148,-28.813862,22.095694,entire
149,-30.283566,19.978739,piece
150,1.1422138,41.132507,actors
151,-11.916326,34.265915,extremely
152,-14.953401,37.519306,chosen
153,36.753944,-7.2377806,michael
154,31.695183,-8.811062,sheen
155,-25.488762,-15.623659,polari
156,-13.180149,25.812273,voices
157,32.14191,-9.75666,pat
158,-13.138615,33.899532,truly
159,-29.283913,15.855238,see
160,1.0919409,31.885294,seamless
161,3.5944595,35.927658,editing
162,-2.3395126,-21.815125,guided
163,-14.550271,24.246199,references
164,36.38328,-6.635583,williams
165,7.007823,-11.535012,diary
166,-33.69797,2.0025012,entries
167,-33.878864,7.8541217,worth
168,30.516396,12.407452,terrificly
169,-14.080816,37.92729,written
170,-14.00098,37.9391,performed
171,2.084211,38.716076,masterful
172,1.6594381,39.42609,great
173,12.1305685,9.56244,master
174,-18.42227,26.760078,comedy
175,-11.276639,20.942072,life
176,-30.00229,16.76568,really
177,-36.58945,6.6651254,comes
178,-13.732609,24.073294,things
179,-17.714005,26.094576,fantasy
180,-4.9365163,-28.069042,guard
181,-11.561224,34.062824,rather
182,-3.028275,26.548367,traditional
183,-10.216757,19.449667,dream
184,4.1879234,35.229843,techniques
185,-15.572237,27.604414,remains
186,1.4828503,39.23309,solid
187,-9.377101,-27.532095,disappears
188,39.97783,-8.702979,plays
189,-10.2927475,22.262424,knowledge
190,-10.14789,11.454063,senses
191,-12.427596,34.855415,particularly
192,-4.745911,18.568134,concerning
193,2.4067228,-10.577663,orton
194,14.562562,-3.4371958,halliwell
195,3.9307628,36.185993,sets
196,-5.6870747,36.340176,flat
197,4.1186934,-16.37197,murals
198,2.3972223,-15.889342,decorating
199,-39.330524,2.1359744,every
200,-9.248804,22.529537,surface
201,-12.896408,33.643143,terribly
202,-14.438513,38.04496,done
203,-28.87323,16.366364,thought
204,-30.033207,17.63305,way
205,-40.266445,2.4638023,spend
206,-14.717423,-29.729033,hot
207,-32.993877,-5.2671685,summer
208,-33.076385,-5.537149,weekend
209,-35.404392,4.901381,sitting
210,-13.93503,-24.748768,air
211,-7.2491918,-1.773532,conditioned
212,-32.335697,-0.5972954,theater
213,-8.020377,32.39972,light
214,-10.546265,31.468235,plot
215,-5.196328,32.412926,simplistic
216,-11.710746,33.29271,dialogue
217,-7.5067306,33.58272,witty
218,29.251556,21.66692,characters
219,21.235613,27.372837,likable
220,-16.068995,32.694153,even
221,-13.539502,-15.628355,bread
222,-19.7249,10.793631,suspected
223,-15.979473,-16.683208,serial
224,-17.920626,-22.355698,killer
225,-29.848942,15.928843,disappointed
226,-27.836458,14.935151,realize
227,-31.706573,-9.495324,match
228,-29.921824,22.006521,point
229,-26.428171,6.3124843,risk
230,-0.6538785,14.0991125,addiction
231,-24.25031,8.554411,proof
232,32.52028,0.46971813,woody
233,32.608624,0.43180913,allen
234,-28.449425,19.953901,still
235,-10.512092,22.729446,fully
236,-20.575241,-21.067371,control
237,3.3703303,35.77391,style
238,-38.680737,6.021508,grown
239,-34.586296,19.4496,love
240,-30.754953,15.904342,laughed
241,-18.630875,26.550785,comedies
242,-32.56017,-10.728057,years
243,-32.742218,-10.367168,decade
244,-29.247751,17.418528,impressed
245,10.766117,-3.0038855,scarlet
246,26.613827,6.6347775,johanson
247,-30.649412,11.120633,managed
248,-8.332653,32.106762,tone
249,24.991592,18.766071,sexy
250,-16.343018,22.564932,image
251,-19.509003,-12.723195,jumped
252,-3.5038788,38.46705,average
253,-17.638605,-0.3280401,spirited
254,-38.781624,5.9803276,young
255,-22.54853,-31.880943,woman
256,6.785626,8.174753,crown
257,8.056687,4.5425005,jewel
258,-9.27616,-38.19236,career
259,8.238795,7.468822,wittier
260,-17.224993,-22.58574,devil
261,-2.9276469,-17.491837,wears
262,25.120699,-5.1181874,prada
263,-7.1709166,32.141117,interesting
264,-29.824677,-3.7351048,superman
265,-29.170948,-15.617846,friends
266,-31.200254,18.223389,basically
267,-28.88436,-15.711763,family
268,-22.59704,-31.641449,boy
269,27.140137,-12.114471,jake
270,-28.254032,11.69652,thinks
271,-20.154781,27.037678,zombie
272,-16.021126,-23.97525,closet
273,-28.977753,-15.772425,parents
274,-15.165373,-28.283873,fighting
275,-17.441793,27.078827,movie
276,-3.3796473,31.747118,slower
277,-18.55248,25.230574,soap
278,-18.530474,25.106962,opera
279,-16.517246,-24.498045,suddenly
280,-21.453606,-19.053701,decides
281,3.2357235,-4.503379,rambo
282,-31.447105,11.438374,going
283,-28.438768,26.478127,make
284,-17.351084,27.077776,film
285,-32.877785,11.944959,must
286,-28.497486,9.754335,decide
287,-18.449629,26.642113,thriller
288,-17.980976,26.76365,drama
289,-28.570936,19.893692,watchable
290,3.6641555,-28.366234,divorcing
291,-15.75383,-16.139458,arguing
292,-26.931517,20.030975,like
293,-10.812971,18.673283,real
294,-11.714452,33.014866,totally
295,-6.6543055,25.417551,ruins
296,-28.993055,16.605804,expected
297,-25.922132,-3.2339952,boogeyman
298,-21.837732,27.810907,similar
299,-31.279266,18.285748,instead
300,-5.0844994,33.859394,meaningless
301,-10.300911,34.599552,spots
302,40.09373,-8.705606,playing
303,-15.070545,11.205576,descent
304,-4.7995224,34.821503,dialogs
305,5.314134,35.07786,shots
306,-26.671661,15.183508,ignore
307,-16.08332,-6.3231993,petter
308,6.681772,3.4936674,mattei
309,-32.562347,5.9562464,money
310,3.2914298,36.492935,visually
311,2.3755198,37.59089,stunning
312,-33.784317,4.7221937,watch
313,-7.08106,30.02551,offers
314,5.623853,30.873205,vivid
315,-2.7039814,17.006296,portrait
316,-9.172989,20.410557,human
317,-8.479202,18.393223,relations
318,-34.832092,17.229815,seems
319,-0.23133592,35.28385,telling
320,-9.194452,19.888144,power
321,-19.669079,21.610973,success
322,-33.02178,14.375512,people
323,-21.81821,27.908504,different
324,-12.314027,24.229313,situations
325,-5.944067,-12.112512,encounter
326,3.4939642,17.107983,variation
327,35.013294,-9.1827,arthur
328,21.301998,-14.145672,schnitzler
329,40.187965,-8.714485,play
330,-14.279867,26.396498,theme
331,35.730488,5.4059157,director
332,-5.0859876,-5.4983706,transfers
333,-8.791435,33.341316,action
334,-11.417063,19.804745,present
335,20.502085,-34.563286,new
336,3.5840008,-42.13915,york
337,-19.733185,-23.13556,meet
338,-26.184267,13.975199,connect
339,-9.998951,24.986841,connected
340,-26.965904,22.566422,another
341,-39.36753,2.1716404,next
342,-32.230595,17.00591,person
343,-29.095388,16.022646,know
344,-38.7849,-3.8665192,previous
345,-19.889452,-15.419783,contact
346,30.273466,13.267191,stylishly
347,-6.622703,31.048151,sophisticated
348,-6.3713293,-22.98258,luxurious
349,-35.010082,17.317623,look
350,-20.947504,36.728416,taken
351,-37.773773,7.0765247,live
352,-11.184675,20.978945,world
353,1.9030176,12.380374,habitat
354,-36.365894,7.334344,gets
355,-18.903885,-15.274852,souls
356,-17.202766,27.09806,picture
357,-0.6772901,22.393536,stages
358,-8.186405,20.135216,loneliness
359,26.477005,7.838273,inhabits
360,-29.036404,28.274038,big
361,-25.876413,22.499504,best
362,-24.813814,-22.199053,place
363,-29.117977,9.421781,find
364,-6.8460083,31.818117,sincere
365,-8.697885,14.146111,fulfillment
366,-22.18148,-7.148793,discerns
367,-28.09266,13.321242,case
368,-1.1634456,38.061104,acting
369,-3.5302815,38.973965,good
370,-1.1759039,37.99712,direction
371,35.59336,-9.027939,steve
372,30.25236,-2.759026,buscemi
373,26.834127,6.016937,rosario
374,27.252234,5.539533,dawson
375,26.017555,-13.835003,carol
376,24.900242,-0.39415592,kane
377,29.295744,-2.646746,imperioli
378,30.537806,-6.7639356,adrian
379,22.396343,7.0116796,grenier
380,-28.900415,22.029774,rest
381,1.3388475,40.324883,talented
382,1.0423,41.11406,cast
383,-36.50875,6.6261883,come
384,-29.741919,10.160437,alive
385,-28.24897,15.906809,wish
386,-22.050823,0.6139326,luck
387,-17.347572,-12.594421,await
388,-26.19135,3.0817273,anxiously
389,6.1725793,35.204266,work
390,-29.188753,16.520271,probably
391,-25.510672,22.425863,favorite
392,-10.48191,31.421412,story
393,0.5784738,34.707016,selflessness
394,-8.958095,19.689299,sacrifice
395,-4.6867356,20.310661,dedication
396,19.374798,19.474697,noble
397,-28.858644,13.319771,cause
398,-4.675482,31.027393,preachy
399,-6.1745095,34.962753,boring
400,-12.823151,27.60252,despite
401,-38.79167,11.079744,seen
402,-14.227806,23.834515,times
403,-38.534283,-1.6143618,last
404,36.455677,-7.5862384,paul
405,32.428127,-6.429221,lukas
406,39.195415,-1.1178415,performance
407,-11.260668,26.223661,brings
408,-34.223415,8.552908,tears
409,-34.35825,8.517034,eyes
410,36.5253,-6.335686,bette
411,36.70913,-6.71736,davis
412,21.079914,27.236172,sympathetic
413,1.1583003,41.061794,roles
414,-32.882233,8.965415,delight
415,-29.134964,-15.756374,kids
416,-15.91499,-17.776518,grandma
417,-28.3428,11.648855,says
418,-14.432713,-29.67941,dressed
419,-14.115026,-16.301626,midgets
420,-29.122736,-15.738633,children
421,-28.417774,26.489326,makes
422,-28.944464,19.867636,fun
423,7.623983,-32.705166,mother
424,-6.6834474,34.69738,slow
425,-3.042759,11.513541,awakening
426,-28.58913,15.339655,happening
427,-13.469134,-24.170694,roof
428,0.44542322,39.408268,believable
429,-5.6967807,27.668715,startling
430,-38.198887,-2.8744457,dozen
431,-33.162006,-13.996002,thumbs
432,-29.499762,16.20985,sure
433,-16.439026,8.391149,resurrection
434,-7.6900134,34.45384,dated
435,-19.339952,23.446863,seahunt
436,-33.244,-9.179698,series
437,34.801815,21.560701,tech
438,-22.02508,23.08727,today
439,-26.844944,12.8918495,bring
440,-35.1438,8.7437935,back
441,-22.609388,-31.567492,kid
442,-9.229509,30.855082,excitement
443,-37.65518,6.518757,grew
444,2.2960067,-36.386448,black
445,2.239766,-36.44493,white
446,11.017383,7.562239,gunsmoke
447,27.93012,21.302946,hero
448,-34.040257,-7.3969574,week
449,-30.97806,5.951667,vote
450,-24.607573,-8.805157,comeback
451,-12.793668,-24.39332,sea
452,11.200671,-25.99047,hunt
453,-31.176159,11.091394,need
454,-27.016455,13.22039,change
455,-6.600504,34.254505,pace
456,-14.597776,-24.382322,water
457,-17.966312,26.203976,adventure
458,-29.30411,12.13083,thank
459,-9.082725,-7.04045,outlet
460,-10.88641,21.910498,view
461,-3.616229,16.128702,viewpoints
462,-18.546833,26.67528,movies
463,-1.0399722,-15.525726,ole
464,-27.549276,14.749257,believe
465,-31.83729,11.0444765,wanna
466,-7.9451895,35.722893,nice
467,-28.090593,17.761236,read
468,-4.137537,40.790806,plus
469,-14.342006,24.727768,points
470,10.677216,17.693094,rhymes
471,-6.2737975,37.846397,lines
472,-31.546223,11.572315,let
473,-25.324465,7.516665,submit
474,-29.40414,8.870241,leave
475,-20.68386,13.754051,doubt
476,-24.107471,9.230302,quit
477,-31.503567,11.604994,lets
478,1.7199575,39.301956,amazing
479,-7.2633944,31.58686,fresh
480,-6.778265,31.036263,innovative
481,-10.739417,31.398981,idea
482,-31.249277,-0.81708,aired
483,1.6923542,39.317387,brilliant
484,-24.713177,6.0248237,dropped
485,-7.892985,33.89653,funny
486,-31.240524,12.370423,anymore
487,-30.529467,-0.21692514,continued
488,-18.761509,21.540121,decline
489,-30.054222,19.978867,complete
490,-40.43436,2.8079808,waste
491,-3.023742,29.611948,disgraceful
492,-15.937419,-6.1591635,fallen
493,-1.2940931,37.98749,writing
494,-11.90638,33.28491,painfully
495,-3.7725034,38.644768,bad
496,0.8675055,40.650803,performances
497,-11.442968,32.409374,almost
498,-11.412187,34.410076,mildly
499,-28.739782,20.039278,entertaining
500,11.230052,13.180017,respite
501,25.311556,9.223112,guest
502,-5.002908,-4.2865295,hosts
503,-31.044598,14.269968,hard
504,-13.049371,3.1250134,creator
505,-14.782059,-23.393066,hand
506,18.387732,19.131845,selected
507,-31.650824,0.6810532,original
508,-30.145592,21.306147,also
509,-23.750874,18.216663,chose
510,18.950848,15.169933,band
511,9.165743,9.269923,hacks
512,-35.53906,6.0256968,followed
513,-25.591063,17.224457,recognize
514,5.529967,23.743212,brilliance
515,-6.9676375,30.8574,fit
516,-20.23743,10.05924,replace
517,-6.416362,9.0558,mediocrity
518,-34.726143,17.124475,felt
519,-26.831196,15.107625,give
520,-33.438488,-14.005701,stars
521,-26.045164,16.123606,respect
522,-28.436811,26.46308,made
523,-29.069653,28.259281,huge
524,-3.583866,38.52246,awful
525,-16.30891,-0.81689155,encouraged
526,-27.186378,17.788887,positive
527,-33.220715,14.371081,comments
528,-35.064426,17.368301,looking
529,-34.167,18.715067,forward
530,-26.595392,-9.002249,mistake
531,-18.502317,26.687386,films
532,-26.074907,22.381126,worst
533,-5.810673,34.381367,pacing
534,-10.63539,31.538538,storyline
535,3.8202899,37.392277,soundtrack
536,4.441162,38.528675,song
537,-6.8388157,35.570187,lame
538,-29.140366,-6.3348293,country
539,0.67710847,31.626144,tune
540,40.011135,-8.699753,played
541,-25.801771,29.229069,less
542,-38.329575,-3.0990264,four
543,-35.048706,17.329317,looks
544,-8.733838,36.57762,cheap
545,3.1596074,32.42648,extreme
546,-34.353546,0.0027830603,rarely
547,-30.229778,15.433901,happy
548,-32.619778,19.025255,end
549,-35.75676,3.4148078,credits
550,-10.123463,12.337875,prevents
551,-26.775976,15.13417,giving
552,3.7009656,37.25507,score
553,30.392603,-4.4778223,harvey
554,30.617737,2.1719565,keitel
555,-29.711206,16.517984,least
556,-28.431093,26.534676,making
557,-10.787167,33.731014,bit
558,-26.0825,20.004375,effort
559,1.0439804,24.459755,obsessives
560,-0.51168174,27.245857,gut
561,-8.002325,21.84472,wrenching
562,-10.656854,29.474674,laughter
563,-30.619328,15.366195,hell
564,-21.625874,-22.702442,mom
565,-29.194569,17.319115,liked
566,-30.26351,-7.3264775,camp
567,30.98334,-8.700217,phil
568,-21.708008,-24.39906,alien
569,-6.2710943,31.624567,quirky
570,-9.251251,32.478096,humour
571,34.505398,11.426229,based
572,-5.6557164,11.715114,oddness
573,-31.282349,13.029066,everything
574,-6.409689,29.405392,actual
575,-16.015139,30.41924,punchlines
576,-7.533147,34.520294,odd
577,-21.120323,17.208958,progressed
578,-10.86348,34.48006,jokes
579,-28.767685,28.23368,low
580,-17.84257,30.231564,budget
581,-13.761976,26.073015,problem
582,-17.07303,-24.25609,eventually
583,-26.290672,17.045677,lost
584,-8.622816,21.444857,interest
585,-27.473314,14.672776,imagine
586,11.079469,17.497082,stoner
587,-30.308304,-0.684037,currently
588,-16.900648,-17.917944,partaking
589,-31.307102,13.086605,something
590,-27.255846,18.93492,better
591,-30.705797,11.123004,try
592,7.574677,-32.700577,brother
593,-22.267157,-23.944618,planet
594,-36.355503,6.494769,came
595,-28.19089,16.73165,recall
596,-26.030687,22.211164,scariest
597,-11.270193,37.240025,scene
598,-1.158061,-32.114117,bird
599,-14.509328,-28.322092,eating
600,-29.490265,-15.704772,men
601,-11.740722,-16.082369,dangling
602,2.22249,-26.667368,helplessly
603,-6.4496994,-24.494715,parachutes
604,-19.370977,26.567915,horror
605,-7.950189,35.270874,cheesy
606,-32.886375,-5.337098,saturday
607,-32.031635,-1.3262662,afternoons
608,-30.000671,15.778976,tired
609,-15.277035,24.438354,formula
610,-21.661467,-24.537153,monster
611,-20.722677,26.273516,type
612,-29.516033,21.209688,usually
613,-22.774014,22.163757,included
614,2.7066238,37.42576,beautiful
615,-32.028786,13.021861,might
616,7.62314,-32.670242,daughter
617,11.764695,-27.459288,professor
618,-9.104649,30.073162,resolution
619,-19.256477,-23.83988,died
620,-27.269836,15.459655,care
621,-34.61286,21.6264,much
622,-8.717438,31.912022,romantic
623,5.1893272,34.34576,angle
624,-21.661821,-34.49549,year
625,-5.9006634,34.830956,predictable
626,-12.996403,24.602907,plots
627,-8.476352,34.13114,unintentional
628,-9.312636,32.56156,humor
629,-38.705566,-4.3319764,later
630,-20.16255,-4.3310843,psycho
631,-29.308685,17.085587,loved
632,-33.637184,-14.012025,star
633,26.747112,-11.3261795,janet
634,34.836704,-9.29181,leigh
635,-12.181662,-13.655567,bumped
636,-31.249828,-4.7465453,early
637,-34.593285,6.474995,sat
638,-20.954699,36.73528,took
639,-27.54662,15.254015,notice
640,-33.82415,0.75653493,since
641,-20.248253,15.09116,screenwriters
642,-8.538395,35.1098,scary
643,-28.490429,14.1325865,possible
644,-14.29915,39.09668,worn
645,-18.549551,-1.7433189,rules
646,-19.410604,25.471052,fan
647,-28.561945,4.748965,boll
648,-29.137844,17.321201,enjoyed
649,-14.070885,-5.4449873,postal
650,-29.837112,16.273472,maybe
651,-28.119978,15.098911,apparently
652,-31.44634,2.262916,bought
653,-6.9650545,-9.622693,rights
654,-30.51311,14.888662,cry
655,-37.97582,-0.40872586,long
656,-38.65767,-4.150125,ago
657,-32.92363,1.6594712,game
658,-18.198864,14.379505,finsished
659,-18.688482,-23.188116,killing
660,-14.773476,-10.18162,mercs
661,-3.5474658,-12.512092,infiltrating
662,-3.0849733,-26.65204,secret
663,-8.092191,11.697985,research
664,-7.475469,-21.555588,labs
665,-5.336831,-28.130499,located
666,-1.5309477,-23.328382,tropical
667,-14.401515,-26.252949,island
668,-31.133974,11.654191,warned
669,-11.162738,8.810806,schemed
670,-38.621986,3.4520898,together
671,-38.806973,3.3384523,along
672,-3.5508194,-8.204142,legion
673,1.3020011,8.799606,schmucks
674,-34.276756,16.754084,feeling
675,-11.431207,7.829865,loneley
676,1.8532771,-28.03732,invites
677,-38.41085,-3.1115146,three
678,-1.4504696,-14.600982,countrymen
679,1.205019,41.097866,players
680,18.585426,27.963676,names
681,-25.203604,4.6788087,til
682,-1.2715061,3.594002,schweiger
683,26.890253,2.3461096,udo
684,27.456026,1.8713071,kier
685,23.786312,-12.998623,ralf
686,1.4140308,4.127221,moeller
687,-29.85015,16.636148,actually
688,-20.669958,3.6200066,selfs
689,-0.6368732,5.0179205,biz
690,-9.299025,31.76743,tale
691,35.9415,-6.628859,jack
692,23.762196,-17.492502,carver
693,-30.750954,16.583973,yes
694,-20.708363,23.953451,german
695,6.8062706,-16.19555,hail
696,-5.7930484,-11.806302,bratwurst
697,-8.364703,-15.594564,dudes
698,-28.183664,19.536407,however
699,-14.661041,4.9221234,tils
700,-19.360415,4.323489,badass
701,-24.21276,17.684727,complained
702,-16.702982,-26.151127,staying
703,-10.218448,19.389975,true
704,-28.705868,22.147848,whole
705,-9.610954,21.845978,perspective
706,-35.050884,17.339281,looked
707,-16.32114,-23.219297,kicking
708,-9.065948,29.819906,beyond
709,10.466234,17.418001,demented
710,-17.416124,-23.041548,evil
711,-17.329508,-22.643038,mad
712,12.02088,-28.610334,scientist
713,31.963741,-2.7607458,krieger
714,-2.3242335,-10.487465,genetically
715,-9.14202,-17.048365,mutated
716,-4.646823,-13.408275,soldiers
717,12.644945,-31.014688,gms
718,10.135234,5.246771,performing
719,-0.8535589,38.946785,top
720,-26.364443,19.788439,reminds
721,-30.092909,13.725532,spoiler
722,-26.801537,-3.772354,vancouver
723,-28.148703,14.941701,reason
724,-10.526359,-22.557402,palm
725,-13.017704,-23.115353,trees
726,-27.134472,-16.97834,rich
727,12.828695,-29.318344,lumberjack
728,-14.052699,-25.283478,woods
729,-35.98369,6.2087994,gone
730,-34.658875,6.276616,started
731,-28.849623,9.551612,mehehe
732,-32.16854,12.255197,cannot
733,-28.997387,9.087408,stay
734,-24.552563,-4.6706014,bolls
735,16.81299,-3.9386284,shenanigans
736,1.1176506,38.380928,delivers
737,-9.433836,21.849903,meaning
738,-28.479776,16.163902,suck
739,-33.68482,4.230779,mentioning
740,-23.180534,14.972183,imply
741,-12.488623,23.042892,areas
742,-14.750953,-25.106874,boat
743,9.644248,33.339558,cromed
744,4.957611,-15.615556,albino
745,5.5355945,-19.831964,squad
746,-8.740367,-28.452932,enters
747,-30.614065,15.174255,laugh
748,-4.723985,28.52867,reeks
749,-11.155352,-8.440698,scheisse
750,-20.311245,4.7854137,poop
751,-9.2840395,-13.730204,simpletons
752,-20.954473,36.73011,take
753,-26.372755,5.5893717,wiff
754,-39.594097,2.33531,ahead
755,-14.100287,7.963769,btw
756,-5.6152816,35.310875,annoying
757,30.934635,-10.912831,sidekick
758,-28.551802,9.06948,shoot
759,-37.20072,-0.5416643,minutes
760,-42.205803,2.6171985,screen
761,-17.563986,20.887335,shakespeare
762,-27.170872,16.904505,appreciate
763,-30.61403,10.9897,trying
764,-19.790733,15.621536,masses
765,-27.769228,14.68414,ruin
766,24.919844,-2.0542421,scottish
767,-9.570329,24.987755,certain
768,25.878994,-15.037692,rev
769,5.6306825,8.838322,bowdler
770,-22.5023,17.240818,hence
771,-19.26548,5.607879,bowdlerization
772,-30.775318,11.237775,tried
773,0.9172797,14.06989,victorian
774,-20.189466,24.461443,era
775,-32.91808,14.203233,words
776,-23.8852,13.252093,improve
777,6.5534225,26.732067,perfection
778,-28.071018,17.699263,write
779,-38.310947,-2.967004,ten
780,-7.130815,23.90065,text
781,-21.691013,22.65543,english
782,4.882811,34.03826,composition
783,-1.312911,25.19737,forte
784,-29.109,9.180346,keep
785,-30.028324,16.361677,saying
786,-17.21415,34.993404,cut
787,1.7264422,39.321335,fantastic
788,-4.356443,-13.532903,prisoners
789,-25.055363,22.711908,famous
790,36.329063,-6.9370594,george
791,34.965473,-4.9020524,clooney
792,-28.063307,-9.634548,roll
793,-22.53614,-31.918646,man
794,2.115756,33.04997,constant
795,-4.7881575,14.424051,sorrow
796,-11.648434,5.503676,recommand
797,-31.250671,12.9563055,everybody
798,-3.376932,-2.271925,greetings
799,14.273604,-1.1430836,bart
800,-29.874317,17.640965,kind
801,-4.579816,33.207466,drawn
802,-7.7657285,33.004063,erotic
803,-3.05861,37.92772,amateurish
804,-5.39981,34.87963,unbelievable
805,-10.938872,34.50806,bits
806,-29.848892,17.667551,sort
807,34.844223,21.644138,school
808,-18.092178,29.801088,project
809,25.609987,3.7510445,rosanna
810,25.63354,3.8958454,arquette
811,-30.111074,14.73523,thinking
812,5.2602596,35.290558,stock
813,-6.939943,33.026245,bizarre
814,-28.868383,17.637863,supposed
815,-2.7920673,-29.81217,midwest
816,-9.139309,-34.515587,town
817,-26.159275,15.371484,involved
818,-11.651439,19.286583,lessons
819,-27.39289,12.083062,learned
820,-6.7223663,19.707258,insights
821,-2.3681505,37.99385,stilted
822,-12.272123,34.568584,quite
823,-6.002167,35.545776,ridiculous
824,-8.946925,34.541027,lots
825,-19.980314,-10.619175,skin
826,-1.5516598,10.96431,intrigues
827,-7.118474,2.3482845,videotaped
828,-11.542939,31.004095,nonsense
829,3.098817,-27.175428,bisexual
830,-8.88397,20.871521,relationship
831,-32.59534,18.94671,nowhere
832,11.966136,2.4357834,heterosexual
833,-5.8921533,-11.968429,encounters
834,-4.857725,34.35295,absurd
835,4.757218,39.17659,dance
836,20.07483,27.262499,stereotyped
837,-29.091293,9.36993,pass
